id,type,label1,value1,label2,value2,label3,value3,label4,value4,label5,value5,date,observer,url,note,marker,lat,lon
LAIN2A1,density,top(cm)=,2,bottom(cm)=,6,"dry wt, g=",195.4,cm3=,236.6,bulk density=,0.825866441,9/4/2014,CCMSS,,
LAIN2B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,0.19,,,,,9/4/2014,"COLPOS, Campus Montecillo, Laboratorio de fertilidad de suelos",,
LAIN2B,"Walkley-Black, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%OM=,0.78,,,,,9/4/2014,"COLPOS, Campus Montecillo, Laboratorio de fertilidad de suelos",,hi ratio of OM to C?
LAIN2B1,density,top(cm)=,12,bottom(cm)=,16,"dry wt, g=",436.2,cm3=,231.4,bulk density=,1.885047537,9/4/2014,CCMSS,,,,,
LAIN2C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.25,,,,,9/4/2014,"COLPOS, Campus Montecillo, Laboratorio de fertilidad de suelos",,,,,
LAIN2C,"Walkley-Black, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%OM=,0.56,,,,,9/4/2014,"COLPOS, Campus Montecillo, Laboratorio de fertilidad de suelos",,,,,
LAIN2C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",470.5,cm3=,272.9,bulk density=,1.724074753,9/4/2014,CCMSS,,,,,
Las Torres-Tomejil,change,,,,,% per year in top 15 cm:,29,,,,,,,http://soilcarboncoalition.org/data/change/nopic.jpg,"<p>In a 3-year study from 2001 to 2003, Spanish researchers documented an 85% increase in organic carbon levels in the top 15 cm (6 inches) of soil in irrigated plots growing vegetables, with amendments of composted animal manure. Andalusia's soils are characterized by low organic matter content, and the plots had been growing cotton prior to the experiment.</p><p><a href=""http://agron.scijournals.org/cgi/reprint/100/1/136"">Agron. J. 100:136-144 (2008)</a>",grn_blank,37.1425,-5.267778
LCRA1,*plot summary,"% carbon, 0-10 cm:",4.03,"% carbon, 10-25 cm:",3.15,"% carbon, 25-40 cm:",2.06,tons C/ha:,107,,,11/7/2014,"Peter Donovan, Dan Probert",http://soilcarboncoalition.org/data/lcra/lcra 11.jpg,"This was probably an old field and farmed up until the 70s. Grazing started after that. Grazed this year June 2014 through July. About 5 percent NW slope. Dark moist loam to 12 cm, abundant dense roots to 35, harder drier lighter soil deeper than 12cm.",small_yellow,45.5082538,-116.9962793
LCRA1,10ang,,,,,,,,,,,11/7/2014,Peter Donovan,http://soilcarboncoalition.org/data/lcra/lcra 02.jpg,"hoop 1, 10m, step back looking west",,,
LCRA1,10vert,% bare=,4,"undecomposed litter, mm=",3,"decomposed litter, mm=",2,#grasses=,1,#forbs=,2,11/7/2014,Peter Donovan,http://soilcarboncoalition.org/data/lcra/lcra 01.jpg,"hoop 1, 10m. Litter is a little bit patchy but fairly well distributed. Good basal area of Idaho fescue with a fair number of recruits. Prairie smoke, common cinquefoil, unidentified forb or two.",,,
LCRA1,25ang,,,,,,,,,,,11/7/2014,Peter Donovan,http://soilcarboncoalition.org/data/lcra/lcra 04.jpg,"hoop 2, 25m, step back looking west",,,
LCRA1,25vert,% bare=,19,"undecomposed litter, mm=",2,"decomposed litter, mm=",1,#grasses=,3,#forbs=,3,11/7/2014,Peter Donovan,http://soilcarboncoalition.org/data/lcra/lcra 03.jpg,"hoop 2, 25m. Litter is generally patchy. Some pedestaling in Idaho fescue.",,,
LCRA1,30line-,,,,,,,,,,,11/7/2014,Peter Donovan,http://soilcarboncoalition.org/data/lcra/lcra 11.jpg,south along transect,,,
LCRA1,30line+,,,,,,,,,,,11/7/2014,Peter Donovan,http://soilcarboncoalition.org/data/lcra/lcra 12.jpg,north along transect,,,
LCRA1,40ang,,,,,,,,,,,11/7/2014,Peter Donovan,http://soilcarboncoalition.org/data/lcra/lcra 06.jpg,"hoop 3, 40m, step back looking west",,,
LCRA1,40vert,% bare=,13,"undecomposed litter, mm=",2,"decomposed litter, mm=",1,#grasses=,2,#forbs=,3,11/7/2014,Peter Donovan,http://soilcarboncoalition.org/data/lcra/lcra 05.jpg,"hoop 3, 40m. June grass or Sandberg bluegrass, Idaho fescue, smooth brome, less than 1 percent moss.",,,
LCRA1,average infiltration,1st inch (minutes)=,4.25,2nd inch (minutes)=,8.17,,,,,,,11/7/2014,Peter Donovan,,,,,
LCRA1,infiltration,1st inch (minutes)=,2.5,2nd inch (minutes)=,6,,,,,,,11/7/2014,Peter Donovan,,litter,,,
LCRA1,infiltration,1st inch (minutes)=,5,2nd inch (minutes)=,12,,,,,,,11/7/2014,Peter Donovan,,bare,,,
LCRA1,infiltration,1st inch (minutes)=,5.25,2nd inch (minutes)=,6.5,,,,,,,11/7/2014,Peter Donovan,,idaho fescue plant,,,
LCRA1,map,,,,,,,,,,,11/7/2014,Peter Donovan,http://soilcarboncoalition.org/data/lcra/lcramap.jpg,,,,
LCRA1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,4.027787209,%N=,0.317335933,C/N=,12.69250275,11/7/2014,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
LCRA1A1,density,top(cm)=,2,bottom(cm)=,6,"dry wt, g=",257.1,cm3=,316.5,bulk density=,0.812322275,11/7/2014,Peter Donovan,,,,,
LCRA1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,20,%C=,3.149225712,%N=,0.247526199,C/N=,12.72279754,11/7/2014,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
LCRA1B1,density,top(cm)=,12,bottom(cm)=,16,"dry wt, g=",270.8,cm3=,288.5,bulk density=,0.93864818,11/7/2014,Peter Donovan,,,,,
LCRA1C,"CN analysis, 8 composited probe samples",top(cm)=,20,bottom(cm)=,35,%C=,2.061424494,%N=,0.172991872,C/N=,11.91630839,11/7/2014,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
LCRA1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",267.3,cm3=,276,bulk density=,0.968478261,11/7/2014,Peter Donovan,,,,,
LEEP1,*plot summary,"% carbon, 0-10 cm:",,"% carbon, 10-25 cm:",,"% carbon, 25-40 cm:",,tons C/ha:,30.6,,,1/3/2012,Peter Donovan,http://soilcarboncoalition.org/data/leep/Jan4-2012 008.jpg,"3% south slope, forested. Fishing and hunting club. Burning used here in 2010. Very fluffy sand to 80 cm or more. Many tree roots. No worms observed. Sampling a bit tricky because of looseness of soil.",small_yellow,33.72501,-97.12842
LEEP1,infiltration,minutes=,1,mm=,16,mm/min=,16,,,,,1/3/2012,Peter Donovan,,,,,
LEEP1,map,,,,,,,,,,,1/3/2012,Peter Donovan,http://soilcarboncoalition.org/data/leep/LE1map.jpg,,,,
LEEP1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,16,,,,,,,1/3/2012,Peter Donovan,,at 35 cm in pit,,,
LEEP1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3,,,,,,,1/3/2012,Peter Donovan,,2 cm near surface. Hydrophobic?,,,
LEEP1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,2,,,,,,,1/3/2012,Peter Donovan,,2 cm near surface. Hydrophobic?,,,
LEEP1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,,,,,,,1/3/2012,Peter Donovan,,2 cm near surface. Hydrophobic?,,,
LEEP1,photo,% bare=,0,%basal=,,%canopy/litter=,100,%rock=,,%moss=,,1/3/2012,Peter Donovan,http://soilcarboncoalition.org/data/leep/Jan4-2012 004.jpg,"hoop 1, 20'",,,
LEEP1,photo,% bare=,0,%basal=,,%canopy/litter=,100,%rock=,,%moss=,,1/3/2012,Peter Donovan,http://soilcarboncoalition.org/data/leep/Jan4-2012 006.jpg,"hoop 2, 80'",,,
LEEP1,photo,,,,,,,,,,,1/3/2012,Peter Donovan,http://soilcarboncoalition.org/data/leep/Jan4-2012 002.jpg,SW along transect,,,
LEEP1,photo,,,,,,,,,,,1/3/2012,Peter Donovan,http://soilcarboncoalition.org/data/leep/Jan4-2012 003.jpg,NE along transect,,,
LEEP1,photo,,,,,,,,,,,1/3/2012,Peter Donovan,http://soilcarboncoalition.org/data/leep/Jan4-2012 005.jpg,"hoop 1, 20', step back looking SE",,,
LEEP1,photo,,,,,,,,,,,1/3/2012,Peter Donovan,http://soilcarboncoalition.org/data/leep/Jan4-2012 007.jpg,"hoop 2, 80', step back looking SE",,,
LEEP1,plants,,,,,,,,,,,1/3/2012,Peter Donovan,,"Oaks, greenbrier, hackberry, cedar elm, hickory, pecan, buckeye, vines, dewberry, prairie rose, burr clover, goldenrod",,,
LEEP1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.802,%N=,0.1799,C/N=,10.01667593,1/3/2012,Utah State University Analytical Lab,,,,,
LEEP1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",257,cm3=,258.8,bulk density=,0.993044822,1/3/2012,Peter Donovan,,,,,
LEEP1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,0.4392,%N=,0.0774,C/N=,5.674418605,1/3/2012,Utah State University Analytical Lab,,,,,
LEEP1B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",227.2,cm3=,184.6,bulk density=,1.230769231,1/3/2012,Peter Donovan,,,,,
LEEP1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.2458,%N=,0.0561,C/N=,4.381461676,1/3/2012,Utah State University Analytical Lab,,,,,
LEEP1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",344,cm3=,274.7,bulk density=,1.252275209,1/3/2012,Peter Donovan,,,,,
LJAC1,*plot summary,"% carbon, 0-10 cm:",3.26,"% carbon, 10-25 cm:",1.4,"% carbon, 25-40 cm:",1.07,tons C/ha:,89.5,,,9/16/2011,Peter Donovan,http://soilcarboncoalition.org/data/ljac/Sept16-2011 002.jpg,"Farmed about 60 years ago, mainly rest since. 3% NE slope. Topsoil (to 15-18 cm) medium color, mycorrhizal filaments apparent under ryegrass, yellowish subsoil, few worms, some rocks, fair aggregate structure.",small_yellow,43.19837,-92.28228
LJAC1,map,,,,,,,,,,,9/16/2011,Peter Donovan,http://soilcarboncoalition.org/data/ljac/LJ1map.jpg,,,,
LJAC1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,9,,,,,,,9/16/2011,Peter Donovan,,35 cm in pit,,,
LJAC1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,,,,,,,9/16/2011,Peter Donovan,,"near surface, rootbound sod",,,
LJAC1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,0,,,,,,,9/16/2011,Peter Donovan,,"near surface, rootbound sod, possibly hydrophobic",,,
LJAC1,photo,,,,,,,,,,,9/16/2011,Peter Donovan,http://soilcarboncoalition.org/data/ljac/Sept16-2011 001.jpg,northwest along transect; power pole is lined up with base of oak tree.,,,
LJAC1,photo,,,,,,,,,,,9/16/2011,Peter Donovan,http://soilcarboncoalition.org/data/ljac/Sept16-2011 002.jpg,southeast along transect,,,
LJAC1,photo,,,,,,,,,,,9/16/2011,Peter Donovan,http://soilcarboncoalition.org/data/ljac/Sept16-2011 003.jpg,"hoop 1, 40'. Full cover, 1-2% moss.",,,
LJAC1,photo,,,,,,,,,,,9/16/2011,Peter Donovan,http://soilcarboncoalition.org/data/ljac/Sept16-2011 004.jpg,"hoop 1, 40', step back looking NE",,,
LJAC1,photo,,,,,,,,,,,9/16/2011,Peter Donovan,http://soilcarboncoalition.org/data/ljac/Sept16-2011 005.jpg,"hoop 2, 80'. Full cover, 1-2% moss.",,,
LJAC1,photo,,,,,,,,,,,9/16/2011,Peter Donovan,http://soilcarboncoalition.org/data/ljac/Sept16-2011 006.jpg,"hoop 2, 80', step back looking NE",,,
LJAC1,plants,,,,,,,,,,,9/16/2011,Peter Donovan,,"Canadian rye, goldenrod, gentian, QA lace, many forbs, grasses, sunflowers",,,
LJAC1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,3.26,%N=,0.24,C/N=,13.58333333,9/16/2011,"Central Analytical Lab, Oregon State",,,,,
LJAC1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",192,cm3=,167.6,bulk density=,1.145584726,9/16/2011,Peter Donovan,,,,,
LJAC1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.4,%N=,0.11,C/N=,12.72727273,9/16/2011,"Central Analytical Lab, Oregon State",,,,,
LJAC1B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",301,cm3=,212,bulk density=,1.419811321,9/16/2011,Peter Donovan,,,,,
LJAC1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.07,%N=,0.09,C/N=,11.88888889,9/16/2011,"Central Analytical Lab, Oregon State",,,,,
LJAC1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",201,cm3=,144.3,bulk density=,1.392931393,9/16/2011,Peter Donovan,,,,,
LRSN1,*plot summary,"% carbon, 0-10 cm:",3.58,"% carbon, 10-25 cm:",2.07,"% carbon, 25-40 cm:",1.08,tons C/ha:,73.9,,,8/1/2013,Peter Donovan,http://soilcarboncoalition.org/data/lrsn/Aug2013 003.jpg,"Continuous corn until seeded to pasture in 1982. Sandy loam, rocky, friable, granular, abundant roots to 25cm, some worms. Pit sampled.",small_yellow,43.40915,-73.20236
LRSN1,infiltration,minutes=,2,mm=,13,mm/min=,6.5,,,,,8/1/2013,Peter Donovan,,On orchardgrass clump
LRSN1,infiltration,minutes=,4,mm=,1,mm/min=,0.25,,,,,8/1/2013,Peter Donovan,,
LRSN1,map,,,,,,,,,,,8/1/2013,Peter Donovan,http://soilcarboncoalition.org/data/lrsn/LRSN1map.jpg,
LRSN1,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,7,,,,,,,8/1/2013,Peter Donovan,,
LRSN1,photo,% bare=,0,,,,,,,,,8/1/2013,Peter Donovan,http://soilcarboncoalition.org/data/lrsn/Aug2013 007.jpg,"hoop 2, 35m. Orchardgrass, clover, dandelion. Seedlings abundant."
LRSN1,photo,% bare=,0.5,,,,,,,,,8/1/2013,Peter Donovan,http://soilcarboncoalition.org/data/lrsn/Aug2013 005.jpg,"hoop 1, 15m. Orchardgrass, clover. Lots of seedlings."
LRSN1,photo,,,,,,,,,,,8/1/2013,Peter Donovan,http://soilcarboncoalition.org/data/lrsn/Aug2013 003.jpg,east along transect
LRSN1,photo,,,,,,,,,,,8/1/2013,Peter Donovan,http://soilcarboncoalition.org/data/lrsn/Aug2013 004.jpg,west along transect
LRSN1,photo,,,,,,,,,,,8/1/2013,Peter Donovan,http://soilcarboncoalition.org/data/lrsn/Aug2013 006.jpg,"hoop 1, 15m, step back looking south"
LRSN1,photo,,,,,,,,,,,8/1/2013,Peter Donovan,http://soilcarboncoalition.org/data/lrsn/Aug2013 008.jpg,"hoop 2, 35m, step back looking south"
LRSN1,plants,,,,,,,,,,,8/1/2013,"Peter Donovan, Abe Collins",,"Orchardgrass, bluegrass, italian ryegrass, red and white clover, dandelion, plantain, bedstraw, milkweed, chicory, dock."
LRSN1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,3.578,%N=,0.351,C/N=,10.19373219,8/1/2013,"Craig Stubler, Peter Donovan, Cal Poly",,
LRSN1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",239.9,cm3=,217.9,bulk density=,1.100963745,8/1/2013,Peter Donovan,,
LRSN1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,2.069,%N=,0.21,C/N=,9.852380952,8/1/2013,"Craig Stubler, Peter Donovan, Cal Poly",,
LRSN1B1,density,top(cm)=,14,bottom(cm)=,18,"dry wt, g=",130,cm3=,196.6,bulk density=,0.661241099,8/1/2013,Peter Donovan,,39cc of rocks sieved out before weighing
LRSN1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.076,%N=,0.119,C/N=,9.042016807,8/1/2013,"Craig Stubler, Peter Donovan, Cal Poly",,
LRSN1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",187.2,cm3=,215.9,bulk density=,0.867068087,8/1/2013,Peter Donovan,,32cc of rocks sieved out before weighing,,,
LUNF1,*plot summary,,,"% carbon, 10-25 cm:",1.03,"% carbon, 25-40 cm:",0.56,tons C/ha:,59.1,,,8/12/2013,Peter Donovan,http://soilcarboncoalition.org/data/lunf/lunf1 002.jpg,"Farmed, then hayed, and used as pasture beginning 2010. Flat site. Very moist, friable, granular clay loam, worms. Roots abundant, few rocks, red-yellow mottles. Soil temp 70 F.",small_yellow,40.16398,-75.67641
LUNF1,infiltration,minutes=,4,mm=,17,mm/min=,4.25,,,,,8/12/2013,Peter Donovan,,,,,
LUNF1,map,,,,,,,,,,,8/12/2013,Peter Donovan,http://soilcarboncoalition.org/data/lunf/LUNF1map.jpg,,,,
LUNF1,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,2,,,,,,,8/12/2013,Peter Donovan,,2 cm below surface,,,
LUNF1,photo,% bare=,0,,,,,,,,,8/12/2013,Peter Donovan,http://soilcarboncoalition.org/data/lunf/lunf1 003.jpg,"hoop 1, 14m. Seedlings, worm castings, litter, some decomposing. Grasses: tall fescue, orchard. Forbs: Clover, thistle.",,,
LUNF1,photo,% bare=,1,,,,,,,,,8/12/2013,Peter Donovan,http://soilcarboncoalition.org/data/lunf/lunf1 005.jpg,"hoop 2, 36m. Seedlings, worm castings. Grasses: tall fescue, orchard. Forbs: clover, thistle, bedstraw, milkweed. Shrub: white mulberry.",,,
LUNF1,photo,,,,,,,,,,,8/12/2013,Peter Donovan,http://soilcarboncoalition.org/data/lunf/lunf1 001.jpg,east along transect,,,
LUNF1,photo,,,,,,,,,,,8/12/2013,Peter Donovan,http://soilcarboncoalition.org/data/lunf/lunf1 002.jpg,west along transect,,,
LUNF1,photo,,,,,,,,,,,8/12/2013,Peter Donovan,http://soilcarboncoalition.org/data/lunf/lunf1 004.jpg,"hoop 1, 14m, step back looking NORTH",,,
LUNF1,photo,,,,,,,,,,,8/12/2013,Peter Donovan,http://soilcarboncoalition.org/data/lunf/lunf1 006.jpg,"hoop 2, 36m, step back looking NORTH",,,
LUNF1,photo,,,,,,,,,,,8/12/2013,Peter Donovan,http://soilcarboncoalition.org/data/lunf/lunf1 007.jpg,soil cores,,,
LUNF1,plants,,,,,,,,,,,8/12/2013,Peter Donovan,,"Tall fescue, orchardgrass, quackgrass, timothy. Ragweed, dock, goldenrod, red and white clover, nightshade, trefoil, bedstraw, daisy, rose, dandelion, mulberry, pigweed, chicory, poison ivy, tatarian honeysuckle, black locust,  & norway maple seedlings",,,
LUNF1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.92,%N=,0.188,C/N=,10.21276596,8/12/2013,"Craig Stubler, Peter Donovan, Cal Poly",,,,,
LUNF1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",274.9,cm3=,224.2,bulk density=,1.226137377,8/12/2013,Peter Donovan,,,,,
LUNF1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.031,%N=,0.098,C/N=,10.52040816,8/12/2013,"Craig Stubler, Peter Donovan, Cal Poly",,,,,
LUNF1B1,density,top(cm)=,14,bottom(cm)=,18,"dry wt, g=",349.8,cm3=,235.6,bulk density=,1.484719864,8/12/2013,Peter Donovan,,,,,
LUNF1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.562,%N=,0.037,C/N=,15.18918919,8/12/2013,"Craig Stubler, Peter Donovan, Cal Poly",,,,,
LUNF1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",290.9,cm3=,195.1,bulk density=,1.491030241,8/12/2013,Peter Donovan,,,,,
MADS1,*plot summary,"% carbon, 0-10 cm:",1.65,"% carbon, 10-25 cm:",1.42,"% carbon, 25-40 cm:",1.3,tons C/ha:,72,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 003.jpg,"Fairly level bottomland, with south edge's growth stunted this year from standing water. This former wheatfield will be seeded to pasture. Dark moist ashy silt loam, Cocolalla series, no worms visible, 1 large rock at 15 cm in soil pit. Some fine roots, lighter subsoil > 15 cm.",small_yellow,47.52378,-117.90566
MADS1,map,,,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/MA1map.jpg,,,,
MADS1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,2nd minute (ml)=,1,,,,,7/5/2011,Peter Donovan,,near surface,,,
MADS1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,2,,,,,,,7/5/2011,Peter Donovan,,near surface,,,
MADS1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3,,,,,,,7/5/2011,Peter Donovan,,near surface,,,
MADS1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,2,,,,,,,7/5/2011,Peter Donovan,,near surface,,,
MADS1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,,,,,,,7/5/2011,Peter Donovan,,near surface,,,
MADS1,photo,% bare=,45,,,%annuals/litter=,55,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 005.jpg,"Hoop 1, 44'",,,
MADS1,photo,% bare=,55,,,%annuals/litter=,45,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 007.jpg,"Hoop 2, 88'",,,
MADS1,photo,,,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 003.jpg,along transect toward east,,,
MADS1,photo,,,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 004.jpg,along transect toward west,,,
MADS1,photo,,,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 006.jpg,"Hoop 1, step back, looking south",,,
MADS1,photo,,,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 008.jpg,"Hoop 2, step back, looking south",,,
MADS1,plants,,,,,,,,,,,7/5/2011,Peter Donovan,,"wheat, chamomile-daisy, nutsedge, prickly lettuce, mustard",,,
MADS1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.65,%N=,0.12,C/N=,13.75,7/5/2011,"Central Analytical Lab, Oregon State",,,,,
MADS1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",239.7,cm3=,178.2,bulk density=,1.345117845,7/5/2011,Peter Donovan,,,,,
MADS1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.42,%N=,0.1,C/N=,14.2,7/5/2011,"Central Analytical Lab, Oregon State",,,,,
MADS1B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",288.3,cm3=,241.8,bulk density=,1.192307692,7/5/2011,Peter Donovan,,,,,
MADS1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.3,%N=,0.07,C/N=,18.57142857,7/5/2011,"Central Analytical Lab, Oregon State",,,,,
MADS1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",215,cm3=,171.8,bulk density=,1.25145518,7/5/2011,Peter Donovan,,,,,
MADS2,"CN analysis, single probe sample","% carbon, 0-10 cm:",4.59,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 009.jpg,"Random sample, not a replicable plot, from reed canary grass patch near creek, grazed.",small_yellow,47.52172,-117.90147
MADS2,map,,,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/MA2map.jpg,,,,
MADS2,photo,,,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 009.jpg,location of sample,,,
MADS2A,"CN analysis, 3 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,4.59,%N=,0.35,C/N=,13.11428571,7/5/2011,"Central Analytical Lab, Oregon State",,"composite of 3 nearby cores, 0-10 cm",,,
MADS3,*plot summary,"% carbon, 0-10 cm:",3.34,"% carbon, 10-25 cm:",1.91,"% carbon, 25-40 cm:",1.5,tons C/ha:,86,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 013.jpg,"Unfarmed area, native rangeland, biscuit scabland-like. Benco cobbly loam series. Soil was extremely sod-bound, could not get bulk density samples except at 18 - 22 cm. 2% east slope. Slightly moist loam, light chocolate color. No worms but superabundant roots.",small_yellow,47.52225,-117.90026
MADS3,map,,,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/MA3map.jpg,,,,
MADS3,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,,4,,,,,,7/5/2011,Peter Donovan,,light ashy soil near surface,,,
MADS3,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,,8,,,,,,7/5/2011,Peter Donovan,,near surface,,,
MADS3,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,,9.5,,,,,,7/5/2011,Peter Donovan,,near surface,,,
MADS3,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,,14.5,,,,,,7/5/2011,Peter Donovan,,near surface,,,
MADS3,photo,% bare=,0,%basal=,16,%litter=,84,%rock=,,%moss=,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 012.jpg,"hoop 1, 44'",,,
MADS3,photo,% bare=,4,%basal=,14,%litter=,82,%rock=,,%moss=,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 014.jpg,"Hoop 2, 88'",,,
MADS3,photo,,,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 010.jpg,looking east along transect; signboard wrongly says MA2,,,
MADS3,photo,,,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 011.jpg,looking west along transect; signboard wrongly indicates MA2,,,
MADS3,photo,,,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 013.jpg,"Hoop 1, 44', step back, looking south",,,
MADS3,photo,,,,,,,,,,,7/5/2011,Peter Donovan,http://soilcarboncoalition.org/data/mads/July-4-2011 015.jpg,"Hoop 2, step back, looking south",,,
MADS3,plants,,,,,,,,,,,7/5/2011,Peter Donovan,,"toadflax, giant rye, sage, mullein, tarweed, rattlesnake brome, hairgrass, crested wheat, curlycup gumweed, lupine, foxtail barley, meadow foxtail, cheat, canada thistle, mustard, epilobium. Green needlegrass predominant in plot.",,,
MADS3A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,3.34,%N=,0.24,C/N=,13.91666667,7/5/2011,"Central Analytical Lab, Oregon State",,,,,
MADS3B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.91,%N=,0.17,C/N=,11.23529412,7/5/2011,"Central Analytical Lab, Oregon State",,,,,
MADS3B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",267.8,cm3=,263,bulk density=,1.018250951,7/5/2011,Peter Donovan,,bulk density test proved impossible except at the 18-22 depth due to incredibly tough sod,,,
MADS3C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.5,%N=,0.1,C/N=,15,7/5/2011,"Central Analytical Lab, Oregon State",,,,,
