group,id,type,label1,value1,label2,value2,label3,value3,label4,value4,label5,value5,date,observer,url,note,marker,lat,lon
KING2,KING2,67ang,,,,,,,,,,,27-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/jan 2011 009.jpg,"hoop 2, step back, looking east",,,
KING2,KING2,67ang,,,,,,,,,,,9-Mar-15,Peter Donovan,http://soilcarboncoalition.org/data/king/1425938717117.jpg,,,,
KING2,KING2,67angA,,,,,,,,,,,27-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/jan 2011 010.jpg,"hoop 2, step back, looking west",
KING2,KING2,67vert,% bare=,14,%annuals/litter=,71,%basal=,14,%moss=,1,,,27-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/jan 2011 008.jpg,"hoop 2, 67'",
KING2,KING2,67vert,% bare=,26,%litter=,53,%basal=,21,#grasses=,3,#forbs=,3,9-Mar-15,Peter Donovan,http://soilcarboncoalition.org/data/king/1425938680891.jpg,"67' Hoop. Hard 3mm crust on bare soil. Fairly thin and patchy L1 no more than 3-4mm thick. L2 nearly absent. Eco function C,C,C,D",
KING2,KING2,change,"% carbon, 0-10 cm:",1.65-1.7,"% carbon, 10-25 cm:",0.862-1.06,"% carbon, 25-40 cm:",0.839-0.853,,,,,9-Mar-15,"Peter Donovan, Richard King",http://soilcarboncoalition.org/data/king/jan 2011 390.jpg,"SSW exposure, 2% slope, moist sandy loam, no rocks, roots, no yellow clay pocket apparent as at KI1, grid position 1. PERENNIAL GRASSES such as Harding and orchard are thick here.",grn_circle
KING2,KING2,map,,,,,,,,,,,27-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/KI1KI2map.jpg,,
KING2,KING2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,2,2nd minute (ml)=,1,3rd minute (ml)=,1.5,4th minute (ml)=,2,27-Jan-11,Peter Donovan,,hard crusted gopher tailings,
KING2,KING2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3.5,2nd minute (ml)=,2,3rd minute (ml)=,2,4th minute (ml)=,2,27-Jan-11,Peter Donovan,,bare compacted hoofprint,
KING2,KING2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3,2nd minute (ml)=,3,3rd minute (ml)=,2,4th minute (ml)=,3,27-Jan-11,Peter Donovan,,looser gopher tailings,
KING2,KING2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3,2nd minute (ml)=,3,3rd minute (ml)=,2,4th minute (ml)=,3,27-Jan-11,Peter Donovan,,,
KING2,KING2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3.5,2nd minute (ml)=,1.5,3rd minute (ml)=,2.5,4th minute (ml)=,6,27-Jan-11,Peter Donovan,,"bare ground: annuals, near perennials and moss",
KING2,KING2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,9,2nd minute (ml)=,7,3rd minute (ml)=,10,4th minute (ml)=,5,27-Jan-11,Peter Donovan,,35 cm in pit w. SAND,
KING2,KING2A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.7,%N=,0.131,C/N=,12.97709924,9-Mar-15,"Peter Donovan, Craig Stubler at Cal Poly",,,
KING2,KING2A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.642533302,%N=,0.140169293,C/N=,11.71821068,27-Jan-11,"Craig Stubler, Cal Poly",,,
KING2,KING2A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.655990124,%N=,0.141632929,C/N=,11.69212647,27-Jan-11,"Craig Stubler, Cal Poly",,duplicate,
KING2,KING2A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",326.1,cm3=,205.8,bulk density=,1.584548105,27-Jan-11,Peter Donovan,,,
KING2,KING2B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,0.862077951,%N=,0.072886422,C/N=,11.82768923,27-Jan-11,"Craig Stubler, Cal Poly",,,
KING2,KING2B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.06,%N=,0.096,C/N=,11.04166667,9-Mar-15,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
KING2,KING2B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",203.2,cm3=,129.4,bulk density=,1.570324575,27-Jan-11,Peter Donovan,,,,,
KING2,KING2C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.839201987,%N=,0.072014004,C/N=,11.65331658,27-Jan-11,"Craig Stubler, Cal Poly",,,,,
KING2,KING2C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.853,%N=,0.074,C/N=,11.52702703,9-Mar-15,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
KING2,KING2C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",255.3,cm3=,185.6,bulk density=,1.375538793,27-Jan-11,Peter Donovan,,,,,
KING3,geometry,,,,,,,,,,,,,,,,,38.2846,-122.635
KING3,KING3,*remonitoring notes,,,,,,,,,,,10-Mar-15,"Peter Donovan, Richard King",,"Grid points 2,5,8,11,15,18,21,24 sampled.",,,
KING3,KING3,28ang,,,,,,,,,,,28-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/jan 2011 361.jpg,"hoop 1, step back, NE",,,
KING3,KING3,28ang,,,,,,,,,,,10-Mar-15,Peter Donovan,http://soilcarboncoalition.org/data/king/20150309_173726.jpg,,,,
KING3,KING3,28angA,,,,,,,,,,,28-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/jan 2011 362.jpg,"hoop 1, step back, SW",,,
KING3,KING3,28vert,% bare=,1,%litter=,89,%basal=,10,#grasses=,3,#forbs=,2,10-Mar-15,Peter Donovan,http://soilcarboncoalition.org/data/king/20150309_173709.jpg,"28' hoop. There is abundant undecomposed litter which is over an inch thick in some places. and traces of decomposing litter. The one small patch of bare ground was covered fairly extensively with decomposing vole turds. There are worm castings. There are some small annual grasses coming up in a few areas not very vigorous. Harding grass is dominant. Vole signs abundant. Eco function A,B,B,D",,,
KING3,KING3,28vert,% bare=,0,%annuals/litter=,94,%basal=,6,,,,,28-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/jan 2011 360.jpg,"hoop 1, 28'",,,
KING3,KING3,80line-,,,,,,,,,,,28-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/jan 2011 358.jpg,north along transect from bucket lid,,,
KING3,KING3,80line-,,,,,,,,,,,10-Mar-15,"Peter Donovan, Richard King",http://soilcarboncoalition.org/data/king/20150309_173105.jpg,,,,
KING3,KING3,change,"% carbon, 0-10 cm:",2.6-2.97,"% carbon, 10-25 cm:",1.23-1.36,"% carbon, 25-40 cm:",0.94-1.034,,,,,10-Mar-15,"Peter Donovan, Richard King",http://soilcarboncoalition.org/data/king/jan 2011 361.jpg,"NE exposure, 2% slope, moist clay loam, few rocks, harding grass roots, worms, no carbonates detected. Fairly dense stand of perennial Harding grass.",grn_circle,,
KING3,KING3,infiltration,,,,,,,,,,,10-Mar-15,"Peter Donovan, Richard King",,"because of cracking clays, too quick to be meaningful",,,
KING3,KING3,map,,,,,,,,,,,28-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/KI3KI4map.jpg,,,,
KING3,KING3,plants,,,,,,,,,,,28-Jan-11,"Peter Donovan, Richard King",,"Harding grass, annuals, bristly oxtongue, geranium, dock",,,
KING3,KING3A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.626174688,%N=,0.228438109,C/N=,11.49621969,28-Jan-11,"Craig Stubler, Cal Poly",,,,,
KING3,KING3A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.599985361,%N=,0.2322409,C/N=,11.19520875,28-Jan-11,"Craig Stubler, Cal Poly",,,,,
KING3,KING3A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.97,%N=,0.246,C/N=,12.07317073,10-Mar-15,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
KING3,KING3A1,density,top(cm)=,3,bottom(cm)=,7,"dry wt, g=",160.3,cm3=,123.1,bulk density=,1.302193339,28-Jan-11,Peter Donovan,,,,,
KING3,KING3B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.22483027,%N=,0.097662888,C/N=,12.54140942,28-Jan-11,"Craig Stubler, Cal Poly",,duplicate,,,
KING3,KING3B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.240255594,%N=,0.098073997,C/N=,12.64612066,28-Jan-11,"Craig Stubler, Cal Poly",,duplicate,,,
KING3,KING3B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.237212777,%N=,0.11657165,C/N=,10.61332475,28-Jan-11,"Craig Stubler, Cal Poly",,,,,
KING3,KING3B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.36,%N=,0.121,C/N=,11.23966942,10-Mar-15,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
KING3,KING3B1,density,top(cm)=,18,bottom(cm)=,21,"dry wt, g=",150.8,cm3=,121,bulk density=,1.246280992,28-Jan-11,Peter Donovan,,,,,
KING3,KING3C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.961816967,%N=,0.066320732,C/N=,14.50250825,28-Jan-11,"Craig Stubler, Cal Poly",,,,,
KING3,KING3C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.916250348,%N=,0.077202439,C/N=,11.86815282,28-Jan-11,"Craig Stubler, Cal Poly",,,,,
KING3,KING3C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.034,%N=,0.088,C/N=,11.75,10-Mar-15,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
KING3,KING3C1,density,top(cm)=,28,bottom(cm)=,31,"dry wt, g=",163.6,cm3=,114.6,bulk density=,1.427574171,28-Jan-11,Peter Donovan,,,,,
KING4,geometry,,,,,,,,,,,,,,,,,38.28439,-122.63496
KING4,KING4,*plot summary,"% carbon, 0-10 cm:",2.93-2.98,"% carbon, 10-25 cm:",1.64-1.59,"% carbon, 25-40 cm:",1.1-0.95,,,,,28-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/jan 2011 365.jpg,"No perennials in this area. Moist clay loam, a few rocks, some pockets of yellowish clay, no carbonates, worms and sowbugs.",small_blue
KING4,KING4,*remonitoring notes,,,,,,,,,,,10-Mar-15,"Peter Donovan, Richard King",,"Grid points 2,5,8,11,15,18,21,24 sampled.",
KING4,KING4,100ang,,,,,,,,,,,28-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/jan 2011 364.jpg,"hoop 2, step back, NE",
KING4,KING4,100ang,,,,,,,,,,,10-Mar-15,Peter Donovan,http://soilcarboncoalition.org/data/king/20150309_173940.jpg,,
KING4,KING4,100angA,,,,,,,,,,,28-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/jan 2011 365.jpg,"hoop 2, step back, sw",
KING4,KING4,100vert,% bare=,0,%litter=,100,%basal=,,#grasses=,3,#forbs=,4,10-Mar-15,Peter Donovan,http://soilcarboncoalition.org/data/king/20150309_173929.jpg,"100' hoop. Well distributed cover of undecomposed litter up to 5 to 10 millimeters thick. There is not much obvious decomposing litter but it is finely shredded in places. Here as elsewhere on this farm there are abundant sow bugs. There is a concentration of bristly ox tongue. Annual ryegrass appears to be the dominant crop. Some soft chess. Average leaf height is about 5"". Eco function D,D,C,C",
KING4,KING4,100vert,% bare=,1,%annuals/litter=,99,,,,,,,28-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/jan 2011 363.jpg,"hoop 2, 100'",
KING4,KING4,80line+,,,,,,,,,,,28-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/jan 2011 359.jpg,south along transect from bucket lid,
KING4,KING4,80line+,,,,,,,,,,,10-Mar-15,"Peter Donovan, Richard King",http://soilcarboncoalition.org/data/king/20150309_173244.jpg,,
KING4,KING4,map,,,,,,,,,,,28-Jan-11,Peter Donovan,http://soilcarboncoalition.org/data/king/KI3KI4map.jpg,,
KING4,KING4,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,2nd minute (ml)=,0,3rd minute (ml)=,0.5,4th minute (ml)=,0.5,28-Jan-11,Peter Donovan,,"hoofprint, with sand",
KING4,KING4,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,6,2nd minute (ml)=,2,3rd minute (ml)=,1,,,28-Jan-11,Peter Donovan,,in pit with sand,
KING4,KING4,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,5,2nd minute (ml)=,3,3rd minute (ml)=,4,4th minute (ml)=,6.5,28-Jan-11,Peter Donovan,,"under litter, near annuals",
KING4,KING4,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,6.5,2nd minute (ml)=,4,3rd minute (ml)=,4,4th minute (ml)=,5.5,28-Jan-11,Peter Donovan,,"under litter, near annuals",
KING4,KING4,plants,,,,,,,,,,,28-Jan-11,"Peter Donovan, Richard King",,"Harding grass, annuals, bristly oxtongue, geranium, dock",
KING4,KING4A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.98,%N=,0.239,C/N=,12.46861925,10-Mar-15,"Peter Donovan, Craig Stubler at Cal Poly",,,
KING4,KING4A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.931348085,%N=,0.256354243,C/N=,11.4347555,28-Jan-11,"Craig Stubler, Cal Poly",,,,,
KING4,KING4A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",175.6,cm3=,129.4,bulk density=,1.357032457,28-Jan-11,Peter Donovan,,,,,
KING4,KING4B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.59,%N=,0.147,C/N=,10.81632653,10-Mar-15,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
KING4,KING4B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.643978953,%N=,0.150531918,C/N=,10.92113206,28-Jan-11,"Craig Stubler, Cal Poly",,,,,
KING4,KING4B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",189.6,cm3=,140,bulk density=,1.354285714,28-Jan-11,Peter Donovan,,,,,
KING4,KING4C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.100618601,%N=,0.083572529,C/N=,13.16962177,28-Jan-11,"Craig Stubler, Cal Poly",,,,,
KING4,KING4C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.95,%N=,0.086,C/N=,11.04651163,10-Mar-15,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
KING4,KING4C1,density,top(cm)=,30,bottom(cm)=,34,"dry wt, g=",244.6,cm3=,167.6,bulk density=,1.459427208,28-Jan-11,Peter Donovan,,,,,
KMIL1,geometry,,,,,,,,,,,,,,,,,46.57303,-100.59634
KMIL1,KMIL1,*plot summary,"% carbon, 0-10 cm:",2.82-3.17,"% carbon, 10-25 cm:",2.13-2.11,"% carbon, 25-40 cm:",1.69-1.58,,,,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 038.jpg,"2% NE slope toward river. Loam, worms, slight platiness, no rocks, lighter and more clay > 50 cm. Good aggregate structure near surface. Pasture.",small_blue,,
KMIL1,KMIL1,*remonitoring notes,,,,,,,,,,,11-Jul-15,Peter Donovan,,"Grid points 2, 5, 8, 11, 15, 18, 21, 24 sampled. Grazed mid-June 2015. Silky smooth silt loam, no worms seen.",,,
KMIL1,KMIL1,100line-,,,,,,,,,,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 037.jpg,NW along transect,,,
KMIL1,KMIL1,100line-,,,,,,,,,,,11-Jul-15,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KMIL1-100line-.jpg,,,,
KMIL1,KMIL1,100line+,,,,,,,,,,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 038.jpg,SE along transect,,,
KMIL1,KMIL1,100line+,,,,,,,,,,,11-Jul-15,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KMIL1-100line+.jpg,,,,
KMIL1,KMIL1,140ang,,,,,,,,,,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 043.jpg,"hoop 2, 140', step back looking SW",,,
KMIL1,KMIL1,140ang,,,,,,,,,,,11-Jul-15,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KMIL1-140ang.jpg,
KMIL1,KMIL1,140vert,% bare=,15,,,#grasses=,2,#forbs=,1,,,11-Jul-15,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KMIL1-140vert.jpg,"Bare ground due to recent animal diggings. 20mm of loose undecomposed litter, decomposing litter thin and scarce. Meadow brome, smooth brome, alfalfa."
KMIL1,KMIL1,140vert,% bare=,0,%basal=,1.5,%litter/canopy=,98.5,%rock=,,%moss=,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 042.jpg,"hoop 2, 140'"
KMIL1,KMIL1,60ang,,,,,,,,,,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 041.jpg,"hoop 1, 60', step back looking SW"
KMIL1,KMIL1,60ang,,,,,,,,,,,11-Jul-15,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KMIL1-60ang.jpg,
KMIL1,KMIL1,60vert,% bare=,0,,,#grasses=,3,#forbs=,3,,,11-Jul-15,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KMIL1-60vert.jpg,"Loose undecomposed litter up to 20mm. Decomposing litter nearly absent. Meadow brome, bluegrass, a few smooth brome plants, cicer milkvetch, alfalfa, dandelion. Outside hoop were intermediate wheatgrass, big bluestem, timothy, red clover."
KMIL1,KMIL1,60vert,% bare=,0,%basal=,1.5,%litter/canopy=,98.5,%rock=,,%moss=,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 040.jpg,"hoop 1, 60'"
KMIL1,KMIL1,infiltration,1st inch (minutes)=,2.7,"2nd inch, mins:",23.3,,,,,,,11-Jul-15,Peter Donovan,,
KMIL1,KMIL1,infiltration,1st inch (minutes)=,2,"2nd inch, mins:",3,,,,,,,11-Jul-15,Peter Donovan,,
KMIL1,KMIL1,infiltration,1st inch (minutes)=,20.5,,,,,,,,,11-Jul-15,Peter Donovan,,
KMIL1,KMIL1,map,,,,,,,,,,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KM1map.jpg,
KMIL1,KMIL1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,5,,,,,,,20-Aug-11,Peter Donovan,,"32 cm in lighter, clayier layer"
KMIL1,KMIL1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,4,,,,,,,20-Aug-11,Peter Donovan,,2 cm near surface
KMIL1,KMIL1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,6,,,,,,,20-Aug-11,Peter Donovan,,2 cm near surface
KMIL1,KMIL1,plants,,,,,,,,,,,20-Aug-11,Peter Donovan,,"meadow brome, alfalfa, pigeon grass, western wheatgrass, cicer, red clover, big bluestem"
KMIL1,KMIL1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.82,%N=,0.28,C/N=,10.07142857,20-Aug-11,"Central Analytical Lab, Oregon State",,
KMIL1,KMIL1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,3.17,%N=,0.29,C/N=,10.86,11-Jul-15,"Central Analytical Lab, Oregon State",,,,,
KMIL1,KMIL1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",183,cm3=,143.2,bulk density=,1.277932961,20-Aug-11,Peter Donovan,,,,,
KMIL1,KMIL1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,2.11,%N=,0.2,C/N=,10.5,11-Jul-15,"Central Analytical Lab, Oregon State",,,,,
KMIL1,KMIL1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,2.13,%N=,0.21,C/N=,10.14285714,20-Aug-11,"Central Analytical Lab, Oregon State",,,,,
KMIL1,KMIL1B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",248,cm3=,172.9,bulk density=,1.434355119,20-Aug-11,Peter Donovan,,,,,
KMIL1,KMIL1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.69,%N=,0.16,C/N=,10.5625,20-Aug-11,"Central Analytical Lab, Oregon State",,,,,
KMIL1,KMIL1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.58,%N=,0.16,C/N=,9.69,11-Jul-15,"Central Analytical Lab, Oregon State",,,,,
KMIL1,KMIL1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",225,cm3=,174,bulk density=,1.293103448,20-Aug-11,Peter Donovan,,,,,
KMIL2,geometry,,,,,,,,,,,,,,,,,46.5725,-100.5953
KMIL2,KMIL2,*plot summary,"% carbon, 0-10 cm:",2.66-2.46,"% carbon, 10-25 cm:",2.05-1.9,"% carbon, 25-40 cm:",1.45-1.65,,,,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 044.jpg,"2% NE slope in wheat. Soils moister than KM1, carbonates in lighter, clayier layer > 30 cm, no rocks, some worms, worm holes, decomposed roots from previous crop. Good aggregate structure near surface.",small_blue,,
KMIL2,KMIL2,*remonitoring notes,,,,,,,,,,,11-Jul-15,Peter Donovan,,"Grid points 2, 5, 8, 11, 15, 18, 21, 24 sampled. 2012 was seeded in annual cover crop, then alfalfa for haying, recently cut hay, will use for grazing in future.",,,
KMIL2,KMIL2,100line-,,,,,,,,,,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 044.jpg,NW along transect,,,
KMIL2,KMIL2,100line-,,,,,,,,,,,11-Jul-15,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KMIL2-100line-.jpg,,,,
KMIL2,KMIL2,100line+,,,,,,,,,,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 045.jpg,SE along transect,,,
KMIL2,KMIL2,100line+,,,,,,,,,,,11-Jul-15,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KMIL2-100line+.jpg,,,,
KMIL2,KMIL2,180ang,,,,,,,,,,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 048.jpg,"hoop 2, 180', step back looking SW",,,
KMIL2,KMIL2,180ang,,,,,,,,,,,11-Jul-15,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KMIL2-180ang.jpg,
KMIL2,KMIL2,180vert,% bare=,35,,,#grasses=,1,#forbs=,1,,,11-Jul-15,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KMIL2-180vert.jpg,"Alfalfa, meadow brome. Thin patchy undecomposed litter of alfalfa leaves."
KMIL2,KMIL2,180vert,% bare=,0,%basal=,4,%litter/canopy=,96,%rock=,,%moss=,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 047.jpg,"hoop 2, 180'"
KMIL2,KMIL2,70ang,,,,,,,,,,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 049.jpg,"hoop 1, 70', step back looking SW"
KMIL2,KMIL2,70ang,,,,,,,,,,,11-Jul-15,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KMIL2-70ang.jpg,
KMIL2,KMIL2,70vert,% bare=,1,,,#grasses=,1,#forbs=,2,,,11-Jul-15,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KMIL2-70vert.jpg,"Thin, somewhat patchy litter of alfalfa leaves, none decomposing. Meadow brome, alfalfa, clover. Outside hoop are orchardgrass, smooth brome, dandelion, bindweed, lambsquarters, white clover, a few brassicas."
KMIL2,KMIL2,70vert,% bare=,0,%basal=,5,%litter/canopy=,95,%rock=,,%moss=,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/Aug21-2011 046.jpg,"hoop 1, 70'"
KMIL2,KMIL2,infiltration,1st inch (minutes)=,1.75,"2nd inch, mins:",14,,,,,,,11-Jul-15,Peter Donovan,,
KMIL2,KMIL2,infiltration,1st inch (minutes)=,2.75,"2nd inch, mins:",18,,,,,,,11-Jul-15,Peter Donovan,,
KMIL2,KMIL2,infiltration,1st inch (minutes)=,5,"2nd inch, mins:",>45,,,,,,,11-Jul-15,Peter Donovan,,
KMIL2,KMIL2,map,,,,,,,,,,,20-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/kmil/KM2map.jpg,
KMIL2,KMIL2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,5,,,,,,,20-Aug-11,Peter Donovan,,35 cm in pit
KMIL2,KMIL2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3,,,,,,,20-Aug-11,Peter Donovan,,2 cm deep
KMIL2,KMIL2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3,,,,,,,20-Aug-11,Peter Donovan,,2 cm deep
KMIL2,KMIL2,plants,,,,,,,,,,,20-Aug-11,Peter Donovan,,"wheat, bindweed, Canada thistle, barnyard grass, pigeon grass"
KMIL2,KMIL2A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.46,%N=,0.23,C/N=,10.7,11-Jul-15,"Central Analytical Lab, Oregon State",,
KMIL2,KMIL2A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.66,%N=,0.27,C/N=,9.851851852,20-Aug-11,"Central Analytical Lab, Oregon State",,,,,
KMIL2,KMIL2A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",282,cm3=,225.9,bulk density=,1.248339973,20-Aug-11,Peter Donovan,,,,,
KMIL2,KMIL2B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.9,%N=,0.18,C/N=,10.56,11-Jul-15,"Central Analytical Lab, Oregon State",,,,,
KMIL2,KMIL2B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,2.05,%N=,0.2,C/N=,10.25,20-Aug-11,"Central Analytical Lab, Oregon State",,,,,
KMIL2,KMIL2B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",261,cm3=,186.7,bulk density=,1.397964649,20-Aug-11,Peter Donovan,,,,,
KMIL2,KMIL2C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.45,%N=,0.14,C/N=,10.35714286,20-Aug-11,"Central Analytical Lab, Oregon State",,,,,
KMIL2,KMIL2C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.65,%N=,0.17,C/N=,10,11-Jul-15,"Central Analytical Lab, Oregon State",,,,,
KMIL2,KMIL2C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",292,cm3=,227,bulk density=,1.286343612,20-Aug-11,Peter Donovan,,,,,
KSIS1,geometry,,,,,,,,,,,,,,,,,48.52775,-123.091
