group,id,type,label1,value1,label2,value2,label3,value3,label4,value4,label5,value5,date,observer,url,note,marker,lat,lon
BOCR1,BOCR1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3,,,,,,,13-Jan-12,Peter Donovan,,,,,
BOCR1,BOCR1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3,,,,,,,13-Jan-12,Peter Donovan,,,,,
BOCR1,BOCR1,plants,,,,,,,,,,,13-Jan-12,Peter Donovan,,"ryegrass, winter annuals, clover, forbs, thistle",,,
BOCR1,BOCR1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,0.489,%N=,0.0754,C/N=,6.485411141,13-Jan-12,Utah State University Analytical Lab,,,,,
BOCR1,BOCR1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",223.2,cm3=,175,bulk density=,1.275428571,13-Jan-12,Peter Donovan,,,,,
BOCR1,BOCR1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,4.577,%N=,0.2816,C/N=,16.25355114,13-Jan-12,Utah State University Analytical Lab,,,,,
BOCR1,BOCR1B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",290.1,cm3=,202.6,bulk density=,1.431885489,13-Jan-12,Peter Donovan,,,,,
BOCR1,BOCR1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,3.414,%N=,0.1656,C/N=,20.61594203,13-Jan-12,Utah State University Analytical Lab,,,,,
BOCR1,BOCR1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",195.1,cm3=,140,bulk density=,1.393571429,13-Jan-12,Peter Donovan,,,,,
BOCR1,geometry,,,,,,,,,,,,,,,,,30.26192,-97.66679
Bolinas Orchard,Bolinas Orchard,change,,,,,% per year in top 12 inches:,6,,,,,,Jeff Creque,http://soilcarboncoalition.org/data/change/nopic.jpg,From 2.5% organic matter in top 12 inches in 1979 to 8% in 1999,grn_blank,,
Bolinas Orchard,geometry,,,,,,,,,,,,,,,,,37.920833,-122.720833
Book Book,Book Book,change,,,,,tons C per ha per yr to 20 cm,0.84,,,,,,,http://soilcarboncoalition.org/data/change/nopic.jpg,"<p>Long-term experiment, 1992-2005, at Book Book, south of Wagga Wagga in NSW on annual and perennial pastures, limed and unlimed. Limed perennial pastures gained the most soil carbon, but others also gained significant soil carbon. ""Our results suggest that pasture holds the key to maintaining, and even increasing, SOC [soil organic carbon] under crop/pasture in this environment.""</p><p>""Soil carbon dynamics under different cropping and pasture management in temperate Australia: Results of three long-term experiments."" <cite>Soil Research,</cite> 2011, 49, 320-328.</p>",grn_blank,,
Book Book,geometry,,,,,,,,,,,,,,,,,-35.3833,147.5
BRBR1,BRBR1,*plot summary,"% carbon, 0-10 cm:",2.53,"% carbon, 10-25 cm:",1.15,"% carbon, 25-40 cm:",0.93,tons C/ha:,75,,,10-Aug-11,"Peter Donovan, Colin Burgess",http://soilcarboncoalition.org/data/gras/br/Aug11-2011 047.jpg,"3% S slope, LandEKG site T103. Clay with yellow mottles, some rocks. Ants, centipede.",small_yellow,,
BRBR1,BRBR1,20line-,,,,,,,,,,,10-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 041.jpg,east along transect from bucket lid,,,
BRBR1,BRBR1,20line+,,,,,,,,,,,10-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 040.jpg,west along transect from bucket lid,,,
BRBR1,BRBR1,44ang,,,,,,,,,,,10-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 044.jpg,"hoop 1, 44', step back looking south",,,
BRBR1,BRBR1,44vert,% bare=,3,%basal=,9,%litter=,88,%rock=,,%moss=,,10-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 043.jpg,"hoop 1, 44'",,,
BRBR1,BRBR1,88ang,,,,,,,,,,,10-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 046.jpg,"hoop 2, 88', step back looking south",,,
BRBR1,BRBR1,88vert,% bare=,16,%basal=,4,%litter=,78,%rock=,2,%moss=,,10-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 045.jpg,"hoop 2, 88'",,,
BRBR1,BRBR1,map,,,,,,,,,,,10-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/BR1map.jpg,,,,
BRBR1,BRBR1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,2,,,,,,,10-Aug-11,Peter Donovan,,at 2 cm near surface,,,
BRBR1,BRBR1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,8,,,,,,,10-Aug-11,Peter Donovan,,at 32 cm in pit,,,
BRBR1,BRBR1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,4,,,,,,,10-Aug-11,Peter Donovan,,at 7 cm,,,
BRBR1,BRBR1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.53,%N=,0.25,C/N=,10.12,10-Aug-11,"Central Analytical Lab, Oregon State",,,,,
BRBR1,BRBR1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",212,cm3=,162.3,bulk density=,1.306223044,10-Aug-11,Peter Donovan,,,,,
BRBR1,BRBR1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.15,%N=,0.12,C/N=,9.583333333,10-Aug-11,"Central Analytical Lab, Oregon State",,,,,
BRBR1,BRBR1B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",290.7,cm3=,216.4,bulk density=,1.343345656,10-Aug-11,Peter Donovan,,,,,
BRBR1,BRBR1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.93,%N=,0.09,C/N=,10.33333333,10-Aug-11,"Central Analytical Lab, Oregon State",,,,,
BRBR1,BRBR1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",254,cm3=,187.7,bulk density=,1.353223229,10-Aug-11,Peter Donovan,,,,,
BRBR1,geometry,,,,,,,,,,,,,,,,,44.72512,-103.2727
BRBR2,BRBR2,*plot summary,"% carbon, 0-10 cm:",1.57,"% carbon, 10-25 cm:",1.08,"% carbon, 25-40 cm:",0.9,tons C/ha:,60,,,11-Aug-11,"Peter Donovan, Colin Burgess",http://soilcarboncoalition.org/data/gras/br/Aug11-2011 062.jpg,"2% E slope, LandEKG site T101. Granular, chunky clay, with yellow mottles at about 60 cm, some surface rock, abundant roots. Limited rhizosphere, ants. ",small_yellow
BRBR2,BRBR2,20line-,,,,,,,,,,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 052.jpg,east along transect from bucket lid,
BRBR2,BRBR2,20line+,,,,,,,,,,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 051.jpg,west along transect from bucket lid,
BRBR2,BRBR2,38ang,,,,,,,,,,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 057.jpg,"hoop 1, 38', step back looking south",
BRBR2,BRBR2,38vert,% bare=,5,%basal=,3,%litter=,92,%rock=,,%moss=,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 056.jpg,"hoop 1, 38'",
BRBR2,BRBR2,88ang,,,,,,,,,,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 061.jpg,"hoop 2, 88', step back looking south",
BRBR2,BRBR2,88vert,% bare=,4,%basal=,4,%litter=,89,%rock=,3,%moss=,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 060.jpg,"hoop 2, 88'",
BRBR2,BRBR2,map,,,,,,,,,,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/BR2map.jpg,,
BRBR2,BRBR2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,4,,,,,,,11-Aug-11,Peter Donovan,,at 2 cm near surface; ring infiltration quick,
BRBR2,BRBR2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,5,,,,,,,11-Aug-11,Peter Donovan,,at 2 cm near surface,
BRBR2,BRBR2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,4,,,,,,,11-Aug-11,Peter Donovan,,at 32 cm in pit,
BRBR2,BRBR2A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.57,%N=,0.17,C/N=,9.235294118,11-Aug-11,"Central Analytical Lab, Oregon State",,,
BRBR2,BRBR2A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",208.1,cm3=,167.6,bulk density=,1.241646778,11-Aug-11,Peter Donovan,,,
BRBR2,BRBR2B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.08,%N=,0.12,C/N=,9,11-Aug-11,"Central Analytical Lab, Oregon State",,,
BRBR2,BRBR2B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",255.3,cm3=,193.1,bulk density=,1.322112895,11-Aug-11,Peter Donovan,,,
BRBR2,BRBR2C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.9,%N=,0.09,C/N=,10,11-Aug-11,"Central Analytical Lab, Oregon State",,,
BRBR2,BRBR2C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",256,cm3=,181.4,bulk density=,1.411245865,11-Aug-11,Peter Donovan,,,,,
BRBR2,geometry,,,,,,,,,,,,,,,,,44.74126,-103.21325
BRBR3,BRBR3,*plot summary,"% carbon, 0-10 cm:",1.81,"% carbon, 10-25 cm:",1.19,"% carbon, 25-40 cm:",0.76,tons C/ha:,60.2,,,11-Aug-11,"Peter Donovan, Colin Burgess",http://soilcarboncoalition.org/data/gras/br/Aug11-2011 076.jpg,"3% N slope, Land EKG site T102. Clay, some moisture, roots. Rhizosphere not obvious.",small_yellow,,
BRBR3,BRBR3,20line-,,,,,,,,,,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 068.jpg,east along transect from bucket lid,,,
BRBR3,BRBR3,20line+,,,,,,,,,,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 069.jpg,west along transect from bucket lid,,,
BRBR3,BRBR3,46ang,,,,,,,,,,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 073.jpg,"hoop 1, 46', step back looking south",,,
BRBR3,BRBR3,46vert,% bare=,4,%basal=,3,%litter=,93,%rock=,,%moss=,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 072.jpg,"hoop 1, 46'",,,
BRBR3,BRBR3,88ang,,,,,,,,,,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 075.jpg,"hoop 2, 88', step back looking south",,,
BRBR3,BRBR3,88vert,% bare=,5,%basal=,5,%litter=,90,%rock=,,%moss=,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug11-2011 074.jpg,"hoop 2, 88'",,,
BRBR3,BRBR3,map,,,,,,,,,,,11-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/BR3map.jpg,,,,
BRBR3,BRBR3,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,8,,,,,,,11-Aug-11,Peter Donovan,,at 2 cm,,,
BRBR3,BRBR3,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,9,,,,,,,11-Aug-11,Peter Donovan,,at 2 cm,,,
BRBR3,BRBR3,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,7,,,,,,,11-Aug-11,Peter Donovan,,at 32 cm,,,
BRBR3,BRBR3A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.81,%N=,0.18,C/N=,10.05555556,11-Aug-11,"Central Analytical Lab, Oregon State",,,,,
BRBR3,BRBR3A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",174,cm3=,152.7,bulk density=,1.139489194,11-Aug-11,Peter Donovan,,,,,
BRBR3,BRBR3B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.19,%N=,0.11,C/N=,10.81818182,11-Aug-11,"Central Analytical Lab, Oregon State",,,,,
BRBR3,BRBR3B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",228.6,cm3=,171.8,bulk density=,1.330616997,11-Aug-11,Peter Donovan,,,,,
BRBR3,BRBR3C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.76,%N=,0.08,C/N=,9.5,11-Aug-11,"Central Analytical Lab, Oregon State",,,,,
BRBR3,BRBR3C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",277.4,cm3=,199.4,bulk density=,1.391173521,11-Aug-11,Peter Donovan,,,,,
BRBR3,geometry,,,,,,,,,,,,,,,,,44.73595,-103.25503
BRBR4,BRBR4,*plot summary,"% carbon, 0-10 cm:",1.4,"% carbon, 10-25 cm:",1.04,"% carbon, 25-40 cm:",0.8,tons C/ha:,63,,,12-Aug-11,"Peter Donovan, Colin Burgess",http://soilcarboncoalition.org/data/gras/br/Aug13-2011 021.jpg,"0% slope, LandEKG site T201. Heavily trampled in wet weather in 2011. Very tough clay. Roots, no rocks, no soil animals except ball-rolling dung beetles.",small_yellow,,
BRBR4,BRBR4,101ang,,,,,,,,,,,12-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug13-2011 012.jpg,"hoop 2, 101', step back looking south",,,
BRBR4,BRBR4,101vert,% bare=,8,%basal=,5,%litter=,87,%rock=,,%moss=,,12-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug13-2011 011.jpg,"hoop 2, 101'",,,
BRBR4,BRBR4,150ang,,,,,,,,,,,12-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug13-2011 014.jpg,"hoop 3, 150', step back looking south",,,
BRBR4,BRBR4,150vert,% bare=,87,%basal=,4,%litter=,9,%rock=,,%moss=,,12-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug13-2011 013.jpg,"hoop 3, 150'",,,
BRBR4,BRBR4,195ang,,,,,,,,,,,12-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug13-2011 016.jpg,"hoop 4, 195', step back looking south",,,
BRBR4,BRBR4,195vert,% bare=,91,%basal=,5,%litter=,4,%rock=,,%moss=,,12-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug13-2011 015.jpg,"hoop 4, 195'",,,
BRBR4,BRBR4,25line-,,,,,,,,,,,12-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug13-2011 008.jpg,east along transect from bucket lid,,,
BRBR4,BRBR4,25line+,,,,,,,,,,,12-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug13-2011 007.jpg,west along transect from bucket lid,,,
BRBR4,BRBR4,59ang,,,,,,,,,,,12-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug13-2011 010.jpg,"hoop 1, 59', step back looking south",,,
BRBR4,BRBR4,59vert,% bare=,4,%basal=,4,%litter=,90,%rock=,,%moss=,,12-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/Aug13-2011 009.jpg,"hoop 1, 59'",,,
BRBR4,BRBR4,map,,,,,,,,,,,12-Aug-11,Peter Donovan,http://soilcarboncoalition.org/data/gras/br/BR4map.jpg,,,,
BRBR4,BRBR4,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,,,,,,,12-Aug-11,Peter Donovan,,compacted near surface,,,
BRBR4,BRBR4,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,,,,,,,12-Aug-11,Peter Donovan,,at 30 cm in pit,,,
BRBR4,BRBR4,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,2,,,,,,,12-Aug-11,Peter Donovan,,compacted near surface,,,
BRBR4,BRBR4,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,8,,,,,,,12-Aug-11,Peter Donovan,,granular near surface,,,
BRBR4,BRBR4A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.4,%N=,0.13,C/N=,10.76923077,12-Aug-11,"Central Analytical Lab, Oregon State",,,,,
BRBR4,BRBR4A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",135.3,cm3=,100.8,bulk density=,1.342261905,12-Aug-11,Peter Donovan,,,,,
BRBR4,BRBR4B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.04,%N=,0.11,C/N=,9.454545455,12-Aug-11,"Central Analytical Lab, Oregon State",,,,,
BRBR4,BRBR4B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",241.5,cm3=,150.6,bulk density=,1.603585657,12-Aug-11,Peter Donovan,,,,,
BRBR4,BRBR4C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.8,%N=,0.07,C/N=,11.42857143,12-Aug-11,"Central Analytical Lab, Oregon State",,,,,
BRBR4,BRBR4C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",241.5,cm3=,150.6,bulk density=,1.603585657,12-Aug-11,Peter Donovan,,,,,
BRBR4,geometry,,,,,,,,,,,,,,,,,44.76781,-103.21007
BRDT1,BRDT1,*plot summary,"% carbon, 0-10 cm:",1.75,"% carbon, 10-25 cm:",1.23,"% carbon, 25-40 cm:",1.09,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT1-20vert.jpg,"1-2% West slope. Cover crop planted 8/22 after rye cut and baled. Loamy, very moist soil, a few very small worms seen, orange mottles > 25cm.",small_yellow,,
BRDT1,BRDT1,0line,,,,,,,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT1-0line.jpg,,,,
BRDT1,BRDT1,20ang,,,,,,,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT1-20ang.jpg,,,,
BRDT1,BRDT1,20line-,,,,,,,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT1-20line-.jpg,,,,
BRDT1,BRDT1,20line+,,,,,,,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT1-20line+.jpg,,,,
BRDT1,BRDT1,20vert,%bare=,20,,,,,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT1-20vert.jpg,"Rest of field ranges from 0-100% bare today. Some moss, algae. Less than an inch of patchy rye straw, a little decomposition. On transect, rye, volunteer corn, barnyard grass, brassica, hairy vetch, pea, pigweed, nebraska sedge, burr cucumber, sunflower. Low biomass at this date.",,,
BRDT1,BRDT1,map,,,,,,,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT1map.jpg,,,,
BRDT1,BRDT1,ring infiltration,timings in seconds for each inch of water applied,"415, 2372",mm drop in 30 mins:,13,,,,,,,8/30/2016,Peter Donovan,,"drill rows about 7"" apart so all rings touch or straddle.",,,
BRDT1,BRDT1,ring infiltration,timings in seconds for each inch of water applied,"450, 2400",mm drop in 30 mins:,15,,,,,,,8/30/2016,Peter Donovan,,"drill rows about 7"" apart so all rings touch or straddle.",,,
BRDT1,BRDT1,ring infiltration,timings in seconds for each inch of water applied,"906, 2190",mm drop in 30 mins:,10,,,,,,,8/30/2016,Peter Donovan,,"drill rows about 7"" apart so all rings touch or straddle.",,,
BRDT1,BRDT1,ring infiltration,timings in seconds for each inch of water applied,"91, 161, 306, 365, 390",,,,,,,,,8/30/2016,Peter Donovan,,"drill rows about 7"" apart so all rings touch or straddle.",,,
BRDT1,BRDT1,ring infiltration,timings in seconds for each inch of water applied,,mm drop in 30 mins:,3,,,,,,,8/30/2016,Peter Donovan,,"drill rows about 7"" apart so all rings touch or straddle.",,,
BRDT1,BRDT1A,"CN analysis, 8 composited probe samples",top=,0,bottom=,10,%C=,1.751,%N=,0.1709,C/N=,10.24575775,8/30/2016,Ward Labs,,,,,
BRDT1,BRDT1A1,density,top=,3,bottom=,8,"dry wt, g=",457.3,cm3=,336.2,bulk density=,1.360202261,8/30/2016,Peter Donovan,,,,,
BRDT1,BRDT1B,"CN analysis, 8 composited probe samples",top=,10,bottom=,25,%C=,1.233,%N=,0.1324,C/N=,9.312688822,8/30/2016,Ward Labs,,,,,
BRDT1,BRDT1B1,density,top=,13,bottom=,19,"dry wt, g=",464.5,cm3=,315.4,bulk density=,1.472733037,8/30/2016,Peter Donovan,,,,,
BRDT1,BRDT1C,"CN analysis, 8 composited probe samples",top=,25,bottom=,40,%C=,1.087,%N=,0.1062,C/N=,10.2354049,8/30/2016,Ward Labs,,,,,
BRDT1,BRDT1C1,density,top=,28,bottom=,33,"dry wt, g=",495.1,cm3=,346.5,bulk density=,1.428860029,8/30/2016,Peter Donovan,,,,,
BRDT1,geometry,,,,,,,,,,,,,,,,small_yellow,39.813506,-82.704264
BRDT2,BRDT2,*plot summary,"% carbon, 0-10 cm:",1.61,"% carbon, 10-25 cm:",0.81,"% carbon, 25-40 cm:",0.68,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT2-27vert.jpg,"Moist soil, worms, orange mottles > 12, yellowish clay > 18. Some plow-layer compaction, abundant small gravel.",small_yellow,,
BRDT2,BRDT2,27ang,,,,,,,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT2-27ang.jpg,,,,
BRDT2,BRDT2,27line-,,,,,,,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT2-27line-.jpg,,,,
BRDT2,BRDT2,27line+,,,,,,,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT2-27line+.jpg,,,,
BRDT2,BRDT2,27vert,%bare=,40,,,,,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT2-27vert.jpg,"Some moss, algae. Rye straw patchy, not much decomposition observed. Brassica, pea, hairy vetch, rye in hoop. Sunflower, nightshade, barnyard grass on transect.",,,
BRDT2,BRDT2,map,,,,,,,,,,,8/30/2016,Peter Donovan,http://soilcarboncoalition.org/data/brdt/BRDT2map.jpg,,,,
BRDT2,BRDT2,ring infiltration,timings in seconds for each inch of water applied,"41, 1226",mm drop in 30 mins:,18,,,,,,,8/30/2016,Peter Donovan,,"average cover, between 23-25m on transect",,,
BRDT2,BRDT2,ring infiltration,timings in seconds for each inch of water applied,"20, 580, 1052",mm drop in 30 mins:,25,,,,,,,8/30/2016,Peter Donovan,,"average cover, between 23-25m on transect",,,
BRDT2,BRDT2,ring infiltration,timings in seconds for each inch of water applied,"44, 728, 1359",mm drop in 30 mins:,19,,,,,,,8/30/2016,Peter Donovan,,"average cover, between 23-25m on transect",,,
BRDT2,BRDT2,ring infiltration,timings in seconds for each inch of water applied,"319, 1359, 1923",mm drop in 30 mins:,13,,,,,,,8/30/2016,Peter Donovan,,"average cover, between 23-25m on transect",,,
BRDT2,BRDT2,ring infiltration,timings in seconds for each inch of water applied,"17, 343, 614, 732, 799",,,,,,,,,8/30/2016,Peter Donovan,,"average cover, between 23-25m on transect",,,
BRDT2,BRDT2A,"CN analysis, 8 composited probe samples",top=,0,bottom=,10,%C=,1.612,%N=,0.1549,C/N=,10.40671401,8/30/2016,Ward Labs,,,,,
BRDT2,BRDT2A1,density,top=,3,bottom=,8,"dry wt, g=",391.2,cm3=,296.7,bulk density=,1.318503539,8/30/2016,Peter Donovan,,,,,
BRDT2,BRDT2B,"CN analysis, 8 composited probe samples",top=,10,bottom=,25,%C=,0.808,%N=,0.0936,C/N=,8.632478632,8/30/2016,Ward Labs,,,,,
BRDT2,BRDT2B1,density,top=,13,bottom=,19,"dry wt, g=",501.3,cm3=,327.9,bulk density=,1.528819762,8/30/2016,Peter Donovan,,,,,
BRDT2,BRDT2C,"CN analysis, 8 composited probe samples",top=,25,bottom=,40,%C=,0.684,%N=,0.0751,C/N=,9.107856192,8/30/2016,Ward Labs,,,,,
BRDT2,BRDT2C1,density,top=,28,bottom=,33,"dry wt, g=",502.1,cm3=,483.4,bulk density=,1.038684319,8/30/2016,Peter Donovan,,,,,
BRDT2,geometry,,,,,,,,,,,,,,,,small_yellow,39.848457,-82.678458
"Breton plots, Alberta","Breton plots, Alberta",change,,,,,tons C per ha per yr in top 15 cm:,0.33,,,,,,,http://soilcarboncoalition.org/data/change/breton.jpg,"<p>The Breton Plots near Breton, Alberta were established in 1929 by the Soils Department of the University of Alberta to find a farming system that was adapted to the region.</p><p><a href=""http://soil.scijournals.org/cgi/reprint/65/2/431"">Soil Sci. Soc. Am. J. 65:431-441 (2001)</a> reports that some plots in a wheat-oat-barley-hay-hay rotation, with additions of manure, gained 17 tons organic C per ha in the sampled plow layer (15 cm), based on analysis of archived samples from 1938 and resampling in 1990, or .33 T C per ha per yr.</p>",grn_blank,,
"Breton plots, Alberta",geometry,,,,,,,,,,,,,,,,,53.085261,-114.419861
BRFM1,BRFM1,*plot summary,"% carbon, 0-10 cm:",3.15,"% carbon, 10-25 cm:",2.92,"% carbon, 25-40 cm:",2.77,tons C/ha:,119.4,,,29-Oct-12,Peter Donovan,http://soilcarboncoalition.org/data/fllp/Oct-2012 001.jpg,Flat farm field seeded to alfalfa. Silt loam. No worms or soil animals seen. A few chunks of decayed crop residue <20 cm.,small_yellow,,
BRFM1,BRFM1,0misc,,,,,,,,,,,29-Oct-12,Peter Donovan,http://soilcarboncoalition.org/data/fllp/Oct-2012 007.jpg,grade reference point (knife point) on concrete ditch,,,
BRFM1,BRFM1,55ang,,,,,,,,,,,29-Oct-12,Peter Donovan,http://soilcarboncoalition.org/data/fllp/Oct-2012 006.jpg,"hoop at 55m, step back looking west",,,
BRFM1,BRFM1,55line-,,,,,,,,,,,29-Oct-12,Peter Donovan,http://soilcarboncoalition.org/data/fllp/Oct-2012 003.jpg,south along transect,,,
BRFM1,BRFM1,55line--,,,,,,,,,,,29-Oct-12,Peter Donovan,http://soilcarboncoalition.org/data/fllp/Oct-2012 004.jpg,south along transect,,,
BRFM1,BRFM1,55line+,,,,,,,,,,,29-Oct-12,Peter Donovan,http://soilcarboncoalition.org/data/fllp/Oct-2012 001.jpg,north along transect,,,
BRFM1,BRFM1,55line++,,,,,,,,,,,29-Oct-12,Peter Donovan,http://soilcarboncoalition.org/data/fllp/Oct-2012 002.jpg,north along transect,,,
BRFM1,BRFM1,55vert,% bare=,80,%basal=,,%canopy/litter=,20,,,,,29-Oct-12,Peter Donovan,http://soilcarboncoalition.org/data/fllp/Oct-2012 005.jpg,hoop at 55m,,,
BRFM1,BRFM1,infiltration,minutes=,4,mm=,7,mm/min=,1.75,,,,,29-Oct-12,Peter Donovan,,,,,
BRFM1,BRFM1,map,,,,,,,,,,,29-Oct-12,Peter Donovan,http://soilcarboncoalition.org/data/fllp/BRF1map.jpg,,,,
BRFM1,BRFM1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,2nd minute (ml)=,1,3rd minute (ml)=,1,,,29-Oct-12,Peter Donovan,,1 cm below surface,,,
BRFM1,BRFM1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,2nd minute (ml)=,1,3rd minute (ml)=,1,,,29-Oct-12,Peter Donovan,,1 cm below surface,,,
BRFM1,BRFM1,minidisk infiltration,tension (cm)=,1,3 minutes (ml)=,1,,,,,,,29-Oct-12,Peter Donovan,,30 cm in pit,,,
